SMILES,SMILES_state,NLL
Cc1ccc(-n2c(=O)n(C)c(=O)c3c(N(Cc4ccccc4)Cc4ccc(C(C)(C)C)cc4)cc(-c4ccccc4)nc32)cc1,1,52.15
Cc1cc(N(c2ccc3c(n2)NC(=O)C2(COC2)C3)C2CCOCC2)ccc1Cl,1,48.72
Cn1cnc(S(=O)(=O)N2CCC(c3nc4ccccc4o3)CC2)c1,1,26.8
OCC(O)CNc1ccc2nccnc2c1,1,24.85
COC(=O)CC(C)NS(=O)(=O)c1nnc(C)o1,1,31.38
CC(=O)CSc1nc(-c2cccs2)n(-c2ccccc2)n1,1,27.04
Oc1c(Cl)cc(Cl)cc1Cl,1,18.19
Nc1ccc(OC(=O)C=Cc2ccccc2)cc1,1,21.73
CN1CCN(C(C(=O)Nc2ccc([N+](=O)[O-])cc2)c2ccccc2)CC1,1,27.36
O=S1(=O)N=CNc2ccsc21,1,21.26
CN1CCC(NC(=O)C2CCC2)(C(=O)O)C1,1,27.96
Fc1ccc(NC2c3ccccc3CC2N2CCN(c3ccccc3)CC2)cc1,1,33.9
CC(=O)N1CCN(c2ccc(CNC3CCCCNC3=O)cn2)CC1,1,31.77
CCc1ccccc1NC(=O)c1nnc(C2CCCN2C(=O)c2cccnc2)s1,1,33.46
CC(=O)C1CCN(C(=O)OCC2c3ccccc3-c3ccccc32)C1,1,27.89
C=Cc1ccc(-c2ccc(CC)cc2)nc1,1,24.89
O=[N+]([O-])c1ccc(OP(=O)(OCCOc2ccccc2)Oc2ccccc2)cc1,1,32.85
Cc1cc(C(=O)N2CCCC(CCNS(C)(=O)=O)C2)no1,1,30.71
CC1CC(NCC(=O)O)c2cc(N3CCOCC3)ccc2N1C(=O)CCc1ccccc1,1,43.02
COc1ccccc1C1CCCN1CCCc1nc(C(N)=O)no1,1,34.89
COCCN1C(=O)C(=O)N(NC(=O)c2ccc3ccccc3c2)C1=S,1,32.46
O=S(=O)(c1ccc(O)c(O)c1)c1ccc(O)c(OCCO)c1,1,34.17
COc1ccc(NC(=O)N2Cc3ccccc3-n3cccc3C2c2cccc(Cl)c2)cc1,1,28.67
COc1ccc(C2=C(Cc3c(C)c(C=C(C#N)C(=O)Nc4cccc(C)c4)c(Cl)c(F)c3Cl)C(=O)CC2)cc1F,1,67.38
Nc1ccc([N+](=O)[O-])c(CCC(NC(=O)OCc2ccccc2)C(=O)O)c1,1,33.31
CC1=CC2C(=O)C(C)CCC2(C(=O)O)C=C1,1,37.41
Cc1cc2c(nc(C)c3oc4c(OCc5ccccc5)cccc4c32)oc1=O,1,44.33
Cc1nn(C)c(NC2(CO)CCCC2)c1C(=N)N,1,28.71
CC(C)(C)n1nc(N2CCC(CCC(=O)Nc3ccccn3)CC2)c(C#N)c1N,1,39.66
COCCCCNS(=O)(=O)c1c(C)nn(CCNC(C)C)c1C,1,28.52
CCNCc1nn2ccccc2c1N(C)Cc1nccn1C,1,33.05
CCCCCCCC(=O)OC(OC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C)C(C)=O,1,42.28
CNC(COCC(F)(F)F)c1cc(Br)c(Br)s1,1,25.84
Cc1cc(S(=O)(=O)NC2CC(C)CC(C)C2)sc1CN,1,26.25
Oc1c(F)cccc1CNC1CC2CCC1O2,1,26.37
CC(CC(=O)Nc1c(Cl)cccc1Cl)=NNC(=O)C1COc2ccccc2O1,1,35.41
Cc1c(CNCc2ccco2)sc2ccccc12,1,26.2
Cn1nc(C(C)(C)C)cc1-c1ccc(OCC2COC3(CCOC3)C2)c(Br)c1,1,46.7
O=C(CCl)CCS(=O)(=O)C1CCCC1,1,25.93
Cc1ccc(C2SCC(=O)N2Cc2ccncc2)o1,1,25.44
Cc1ccc(-n2c(C)cc(C=Nc3scc(C)c3C(N)=O)c2C)cc1Cl,1,35.34
COc1cc(C=CN)ccc1N,1,25.93
CC(C)(CC(N)=O)NCC(O)COc1ccccc1,1,26.64
c1ccc2c(c1)oc1cc(Oc3nccc4c3oc3ccccc34)ccc12,1,30.24
CCCCC(CC)C(=O)N1CCCC2CCCCC2C1,1,31.88
COc1cc(C=Nn2c(C)cc(C)cc2=O)ccc1OC(=O)c1ccc(Cl)cc1,1,32.16
COc1cc(C(C)C)c(OCC2CC2)cc1C#N,1,28.43
[O-][S+](c1ccc(Br)cc1)c1ccccc1Br,1,23.94
NC1=C(C(=O)Nc2ccccc2)C(c2ccccc2)N=c2sc(=Cc3ccc(N4CCCC4)cc3)c(=O)n21,1,35.0
COc1cc(OC(C)C)ccc1C=CC(=O)O,1,24.45
C=C(C)C1=CC=C(C)C(C)C1(C)C,1,28.84
CCN(CC)C(=O)CN1CCN(CCNC(=O)c2ccccc2F)CC1,1,29.1
Cc1ccc(C(=O)NCC(C)CO)c(-c2ccc(F)cc2)n1,1,30.45
Fc1cc(-c2ccccc2-c2ccc3c4c2OCc2oc5cccc(c5c2-4)N3)cc2ccccc12,1,58.12
CCC1CC(c2cccc(C)c2O)N=C(c2ccc(F)cc2Cl)c2nccn21,1,51.69
CC1CC1C(=O)N1CCCC(c2ccc(C(N)=O)c(Cl)n2)C1,1,37.07
N#Cc1ccc(NC(=O)Cn2c(-c3ccc(C(F)(F)F)cc3)nc(-c3ccc(F)cc3)cc2=O)cc1,1,37.27
O=c1[nH]c(=O)n(Cc2ccc(-n3ccc4cncnc43)c(F)c2)cc1COCCCF,1,54.81
CCOc1cccc(OCCNCc2ccc(F)cc2)c1,1,25.23
Nc1nc2cc(Cl)ccc2c2c1CCOC2c1nc(-c2ccccc2)nc2ccccc12,1,48.82
CCC(C)Oc1cccc2oc(C(=O)NC(C(=O)N3CC(O)CC3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)cc12,1,47.34
Cc1ncc(C(=O)NCc2cccc(C(=O)N3CC(C)CC(C)C3)c2)s1,1,34.44
CC(=O)OC1(C)CCC2C(C1C)C21CCC2(CCC3(C)CC4C(=COC(=O)C4O)CC32)O1,1,73.53
CNCc1ccc(-c2cncc(Br)c2)o1,1,25.08
COc1cc(C=C2C(=O)NC(=O)N(c3cccc(Br)c3)C2=O)ccc1Oc1ccc(C(F)(F)F)cc1[N+](=O)[O-],1,32.72
Cc1ccc(C(=O)Nc2ccc(NC(C)c3ccccc3)nc2)c(C)c1,1,30.21
CC1OCN(N(C)C)N1C,1,29.56
CCC(C)CCCC1CCCC(N)(N)CC1,1,34.29
Cc1nc(CN2CCOCC2)cc(NC2(C)CS(=O)(=O)CC2(C)C)n1,1,42.14
CCCN1CCN(C(C)(C(=O)NO)C2CCCCC2)CC1,1,34.95
CC(C)S(=O)(=O)c1cc(C23CC4CC(CC(C4)C2)C3)ccc1N1CCCC1,1,36.31
O=C(CN1CCC(NC(=O)c2ccccc2OCC(F)(F)F)CC1)NC1CC1,1,31.32
CC(=C(N)C(=O)O)c1ccc(NC(=O)CN(CCN(CC(=O)O)Cc2cccc(CC(=O)O)c2)CC(=O)O)cc1,1,56.17
Cc1ccc(C2=NC(=Cc3cnn(C)c3)C(=O)N2c2ccc(C=CC(=O)c3ccc([N+](=O)[O-])cc3)cc2)cc1,1,49.06
CC1(Cn2cccn2)Cn2c(nc(CO)c2-c2c(F)cccc2Cl)N1,1,45.18
CC(O)C1CCN(C(=O)Cn2ccc3ccccc32)CC1,1,27.61
Cn1cc(-c2cccc3ccccc23)c(=O)c2sc(CO)nc21,1,36.55
CCOc1ccccc1CSc1ccc(C)cc1,1,24.57
C=NC(=NC(=CC)N1CCN(c2cn(S(=O)(=O)c3ccc(C)cc3)c3ccccc23)CC1)OC1=CC(C=CC2C(C)(C)C2(C)O)(CC=CC)CC1,1,102.05
COc1cccc(C2(C(=O)NCc3cccc(O)c3)CCCC2)c1,1,29.31
CC(Cl)c1nc(F)cc(Oc2ccc(CO)cc2)n1,1,33.68
COc1ccc(CCN(Cc2cccc(F)c2)c2c(C)nc3ccccn23)cc1OC,1,36.88
CC1(C)CC(C(CN2CCC(CO)CC2)c2cc(C(=O)O)cc(C(=O)O)c2)CC(C)(C)N1O,1,48.57
O=C(OCCOC(Nc1ccc(C(=O)OC(COC(=O)c2ccc([N+](=O)[O-])cc2)COC(=O)c2ccc([N+](=O)[O-])cc2)cc1)c1ccccc1)c1ccc([N+](=O)[O-])cc1,1,47.32
COc1ccc(S(=O)(=O)N2CCC(c3nccn3C)CC2)cc1,1,26.78
CCOc1cc(OC)cc(OC)c1C1=NN(c2ccc(C(F)(F)F)cc2)Cn2c1nc1cc(F)c(Cl)cc12,1,55.25
CCc1c(OC)cc(C23CC4CC(CC(C4)C2)C3)c(CC2CC2)c1CC,1,39.0
CCCCCCCCCCCCCCC(Cl)N1NS(=O)(=O)CS1(=O)=O,1,43.06
COc1ccc(CN2C(=O)C(=O)C(=C(O)c3cccc(NC(C)=O)c3)C2c2ccc([N+](=O)[O-])cc2)cc1,1,34.49
Cc1ccc(-c2cncc3[nH]c(-c4n[nH]c5ncc(-c6cncc(NC(=O)c7ccc(CC(=O)CCc8ccccn8)cc7)c6)cc45)nc23)s1,1,53.71
CC(C)n1cc(-c2cccc(CC3CCN(CCC(O)(c4nccn4C)C4(c5cccnc5)CC4)CC3)c2)nn1,1,62.02
CC(=CC(C)C)OCCO,1,23.23
COc1cc(C(=O)N2CCCC2Cn2cccc(N3CCN([S+](C)[O-])CC3)c2=O)ccc1-n1ccnc1C,1,54.53
CC(=Cc1cccc2[nH]c3c(c12)CCCC3)C(C)(C)N,1,35.86
Cc1ccc(S(=O)(=O)N(CC(C)(C)C2CCN(C(=O)OC(C)(C)C)CC2)c2cc(C(C)(c3ccccc3)c3ccccc3)cc3ccccc23)cc1,1,58.72
CCC(C)NC(=O)C(C)N(Cc1cccc(C)c1)C(=O)C(C)N(c1ccc(C)c(C)c1)S(C)(=O)=O,1,39.65
COc1ccc(C#Cc2ccc3ccc(OC)cc3c2)cc1,1,27.47
COc1ccc(SC(C)C(N)=O)cc1,1,23.56
CCCn1c(=NC(=O)CC(NC(C)=O)c2cccs2)sc2cc(CC)ccc21,1,33.66
CCC1CSCC(C(=O)O)N1,1,22.8
Cc1noc(N=CC=C(N)C(=O)N(C)C(=O)NCO)c1C,1,52.47
Cc1ccc(NC(=O)Cc2nc(C)sc2C)c(N2CCCCC2)c1,1,33.69
Cc1c(-c2c(NC(=O)c3ccc(N4CCN(C)CC4)c(NS(=O)(=O)c4cccs4)c3)sc3c2CCCO3)sc2ccnc(F)c12,1,63.44
CCC=CC=CC=CC=CC=CC=CC=CC=CC(=O)CO,1,26.07
CCCCCCCCCN(CC(=O)O)C(C)C,1,23.09
CC1CN(CC2(C#N)CCCCC2)CC(C)O1,1,24.07
CCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(O)C(NC(C)=O)C1OC1OC(CO)C(O)C(O)C1O)NC(C)=O,1,44.05
C=C1C=C2CCC3C4C(=C)CCC(C)C4=CCC3C2(C=O)CC1,1,45.82
Cc1ccc(F)c(C(=O)CC(C)C(C)(C)C)c1,1,25.03
CC(C)c1noc(C2CCCCN2C(=O)C=Cc2ccccn2)n1,1,32.02
O=C(Nc1cnccc1Oc1ccccc1F)c1ccc(Cl)c(Cn2cncn2)c1,1,40.47
CCOC(C)(C)CNC(=O)c1c(CC(C)C)nc2ncnn2c1C,1,38.53
O=C(O)C1CCCN(c2cnc3cccnc3n2)CC1,1,29.87
CCN(CC)Cc1ccc(NC(=O)c2nc3ccc(Br)cc3cc2N2CCC(F)(F)CC2)cc1Cl,1,49.54
NCc1ccc(NC(=O)c2ccc3ccccc3n2)cc1,1,24.92
CCN(CC)c1ncc(F)c(-c2cn(C)c3ccccc23)n1,1,33.69
CC(N)C(=O)SCCC(C)C1CSCC(C)(C)N1O,1,46.82
COC=CCCCCCCCCCCCCCCCO,1,24.96
O=C1CC(n2cc(-c3ccn(-c4ccc(Cl)cc4Cl)n3)cn2)CN1,1,40.12
CC(C=CC(O)C(C)(C)O)C1COC2C=CCC(CCC3CCON3C)C21C,1,59.57
C#CC1(C)CC(NC(=O)c2ccc(-c3ccc(C(=C)N(CC)C(=C)c4ccncc4)cc3)cc2)C1,1,57.17
CC(C)N1CC(C(=O)N(C)C)Cn2c1cccc2=O,1,32.25
NCC1CCC2CCCC2C1,1,24.28
C=COP(C)(=O)OC(C)P(=O)(OC)OC(OC)(OC)OC,1,44.38
Cc1nn(-c2ccccc2F)c(C)c1CNC1CCCC(N)C1,1,32.59
CS(=O)(=O)N(Cc1cccc(Cl)c1)c1ccc(Cl)c([N+](=O)[O-])c1,1,28.97
Cc1cccnc1C(C)(N)Cc1ccc(F)cc1F,1,30.91
CCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCC)OC(=O)CCCCCCCCCCC,1,34.34
CC1(C)C(NC(=O)NCC(c2cccs2)N2CCCCC2)C2CCOC21,1,33.14
CCCCN(CC)CC(O)C1COCCN1C(=O)c1cnn(C)c1,1,39.05
c1ccc(CSc2ncnc3scc(-c4cccs4)c23)nc1,1,28.61
NCC=Nc1ccccc1,1,20.97
CNC(Cc1ccccc1)C(=O)N1CC(OC)CC1C(=O)OC,1,31.5
CN(CC1CC(=O)N(Cc2cccc(Br)c2)C1)C(=O)Cn1nc2ccccn2c1=O,1,43.32
CCOc1ccc(C(C)CC(=O)c2nn(C3N(S(C)(=O)=O)CCC3(O)CC)c3ncc(Br)cc23)cc1,1,73.24
Cc1ccc(N)c(C)c1S(=O)(=O)N(C)CCCS(C)(=O)=O,1,28.18
O=C(c1ccccc1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1)N1CCN(Cc2ccccc2)CC1,1,34.75
O=C(NCc1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1)C1CC(=O)N(c2ccccc2)C1,1,32.54
CCc1ccccc1-c1nc(N)ccc1-c1nn[nH]n1,1,31.84
CCNc1c(-c2cccnc2OC)nc2ccc(F)cn12,1,32.69
CCOP(=O)(CC)C(F)C(C)C,1,27.56
COc1ccccc1-c1ccc(C=Nn2c(CSc3nc(C)cc(C)n3)nnc2SCc2ccc(C)cc2)o1,1,43.48
COC(=O)CC1CCC(c2ccccc2)CN1C,1,32.86
O=C(O)C1(O)OCC(O)C(O)C1(O)CO,1,33.06
CCOC(=O)c1csc(-n2nc(C3CCN(C(=O)OC(C)(C)C)CC3)cc2-c2nn(C)cc2-c2cc(F)cc(F)c2)n1,1,52.41
C=CCNC(=O)Nc1nc(NCC(C)C)c2c3c(sc2n1)CCCC3,1,35.21
CCOC(=O)c1c(NC(=O)CNS(=O)(=O)c2cccc(F)c2)sc2c1CCCC2,1,31.61
CCONC(=O)c1cc(C#N)cn(C2CN(c3ccc(C(F)(F)F)cn3)C2)c1=O,1,44.29
O=C(CC1COCCN1)NCc1ccc(Cl)cc1,1,22.89
Cc1ccc(Cc2nnc(C3OCCC(C)(C(=O)NC4CCCCC4)N4CCOC34)o2)c(C)c1,1,56.67
CC(NC(=O)CCC(C)(C)C)c1ccc(-c2cccc(CN(C)C(=O)Oc3ccccc3)c2)cc1,1,44.87
C[C]1[N-]NC2[C]1N(C)N=C2C,1,41.92
CN(C)CC(=O)c1ccc(Br)cc1F,1,22.93
Cc1cc(OCCOCCC(C)C)ccc1Br,1,25.99
COC1CC(O)C(N)C(N=Cc2ccc(O)c(C)c2CO)C1O,1,51.85
c1cc(CNCCCN2CCCCC2)c2c(c1)OCO2,1,25.02
CCN(CC1CCCO1)c1ccc(C(=O)O)c(C)c1,1,27.62
CC(NC(=O)N1CCCCC1C(=O)O)C(=O)O,1,27.19
CCCCNC(=O)CSc1ccccc1C(=O)OCC(=O)N(C)Cc1cccc(Cl)c1,1,33.6
CCOC(=O)ON=C1CCc2cc(OC)c(OC)cc21,1,29.79
O=CN1CCN(C(=O)c2ccc(NC(=O)N3CCCC3C(=O)N3CCCC3)cc2C2COC(C(O)NCc3cccnc3)C2)CC1,1,78.23
CC(C)c1ncc(-c2ccccc2Cl)c(Cl)n1,1,25.57
Cc1c2cc(C(=O)N3CCN(C=O)CC3)ccc2nn1-c1ccccc1,1,30.3
NC(CCc1ccsc1)c1ccc2c(c1)NC(=O)CCS2,1,30.51
CC(=O)CCc1sc(-c2ccc3c(c2)-c2ccc(-c4cncc5[nH]c(CN6CCCC6)nc45)cc2CC3)cc1-c1cccc(-c2cnc(C3COC(C)C3)[nH]2)c1,1,77.96
CCC(CC(=O)OC)c1cn(S(=O)(=O)c2ccc(OCC(C)(COc3ncc(C(F)(F)F)cc3Cl)OCc3ccc(OC(F)(F)F)cc3)cc2)c2ccccc12,1,72.63
Cc1cc(NS(=O)(=O)c2nn(C(C)C)cc2Br)nn1C,1,32.92
Cc1[nH]c(C(=O)OCc2ccccc2)c(C)c1C(=O)C(C)NCCC(=O)c1ccccc1,1,39.7
CCCCCCCCCCCC(=O)NNC(=O)C(C)NC(=O)C(C)NC(=O)C(CC1CCCCC1)NC(=O)C(N)CNCC(N)C(=O)O,1,58.93
NCc1c(-c2ccc3ccccc3c2)nsc1-c1ccccc1,1,31.25
Cn1cc(C=CC(=O)c2cccc(C(F)(F)F)c2)cn1,1,26.15
CC(O)CN1CCN(S(=O)(=O)c2cn(C)cn2)CC1,1,27.62
CC(OC(=O)C1(NC(N)=O)CCCCC1)C(=O)NC(N)=O,1,29.7
CC=C(C)CC(CC=O)C(C)C,1,28.24
CCCCCCCCCOC(=O)c1ccc(Br)cc1,1,22.89
CCc1c(C)nc(SC(C)C(=O)NCc2ccccc2)nc1C,1,29.82
Oc1cc(-c2nc(-c3cc(F)cc(F)c3)no2)c(Cl)cc1Cl,1,34.61
COc1cccc(CN2CCN(C3=C(C#N)C(=O)CCC3)CC2)c1OC,1,33.52
N#CCN1CCC(CNS(=O)(=O)c2ccc(N)c(F)c2)CC1,1,34.33
CCOC(=O)Nc1sc(CC)c(C(=O)O)c1C(=O)O,1,32.01
COc1ccc2ccccc2c1OCCCCn1c(CCNC(=O)C(C)(C)C)nc2ccccc21,1,36.33
CCC(C)C(C(=O)O)N1CCCC1CO,1,25.08
CCCNC(=O)CCc1nnn(C)c1C(=O)N(Cc1ccccc1)c1ccccc1,1,41.63
Cc1ncc(C2CC(NCC3CCC=CO3)CCO2)s1,1,41.16
COc1ccc(N)c(COC(=O)COc2ccccc2C)c1,1,30.46
CC(NC(=O)C1CCNCC1)c1ccc(-c2ccccc2)s1,1,27.54
CCCNC(Cc1ccc(F)cc1F)c1cnsn1,1,26.42
Cc1nnc(NN=Cc2ccc(Cl)cc2)s1,1,24.62
Cc1noc(-c2ccc3c(c2)CC(=O)N3)c1C#CC(C)(C)O,1,35.45
CC(C)Oc1cccc(C=CCN=[N+]=[N-])c1,1,23.52
OC1(NC2=CC=CC(Br)N2)CCC1,1,37.63
CC(C)Cn1nccc1N(C)C1CCCC(C)(C)C1,1,33.93
CC(C)Oc1ccccc1NC(=O)COc1cccc2cnccc12,1,29.6
COCCn1c(=O)cc(N2CCOC(CNC(=O)c3ccc(OC(C)C)cc3)C2)[nH]c1=O,1,42.59
CC(C)NCCN1CCCN(C)CC1,1,20.94
CC(=NNC(=O)c1cc(=O)c2ccccc2o1)c1cccc(NC(=O)Cc2ccccc2)c1,1,35.1
N#Cc1ccc(CNCc2ccccc2Br)cc1,1,22.03
FC(F)(F)c1ccc(Br)c(NCc2ccsc2)n1,1,28.59
CC1(c2cccc(-c3ccc4c(c3)N(Cc3ccc(OC(F)(F)F)cc3)C(=O)CS4(=O)=O)c2)CC1,1,46.03
COC(=O)NC(=O)CN1CCN(C(=O)c2cccc(Cl)c2)CC1,1,29.07
CC(C)(C)c1cc(C(C)(O)C(=O)O)cc(C(C)(C)C)c1O,1,26.71
Cc1c[nH]c2ccc(Br)c(N)c12,1,25.84
CCOC(=O)Oc1c(Cl)c(OC)cc(OC)c1S(=O)(=O)OC(C)C,1,41.01
CN(C)CC=CC(=O)Nc1ccc2c(Nc3ccc(F)c(C(=O)Nc4n[nH]c5c4CCCC5)c3F)nccc2c1,1,52.15
CCC(c1ccc2c(c1)OCO2)C1CC(=O)N2C=Cc3cc(F)ccc3C2C1,1,48.55
CS(=O)(=O)c1nnc(CC2CCCC2)o1,1,27.7
COc1ccccc1Oc1c(C(=O)N(C)C)cnn1-c1cccc(C(F)F)c1,1,39.38
c1cncc(Cn2cncc2CNC2CC2)c1,1,22.48
CC(C)(C)c1ccc(OCC(=O)N(Cc2ccco2)C2CCS(=O)(=O)C2)cc1,1,28.48
O=C(O)CC(C(=O)O)C(O)CNC(=O)C=Cc1ccccc1,1,32.87
COc1cc(C(=O)N2CCN(C(=O)OC(C)(C)C)CC2)ccc1OC(F)F,1,25.63
O=C1CCCN1c1ccc2c(c1)OCCO2,1,22.95
COc1ccc2c(c1)C(Sc1ccccc1OC)=C(Cc1ccccc1)C2OC,1,42.68
COCC(OC)c1ccc(OC(=O)Oc2ccc(OC)c(OC)c2)cc1,1,38.39
COc1ncc(F)cc1C(=O)N1CCC(CNC(=O)OC(C)(C)C)C(C)(c2cc(F)ccc2F)C1,1,51.52
CC(C(=O)N1CCC(c2nccn2C)CC1)N1CCOCC1,1,28.22
CCOC(=O)Nc1ccc(Oc2cc(Br)ccc2[N+](=O)[O-])nc1,1,31.91
O=S(=O)(c1ccco1)N1CCCCCC1CCl,1,27.59
CN(Cc1ncn[nH]1)CC1CN(c2ncnc3sccc23)CC1(C)O,1,42.56
COc1cc(OC)c(-c2nnc(SCC(=O)Nc3ccnn3C(C)C)n2C)cc1OC,1,32.0
CC(=O)Nc1ccc(N2NC(=O)C(=Cc3ccc(O)cc3)C2=O)cc1,1,29.75
Cc1cc2ccccc2c(OCC(=O)Nc2ccc3c(c2)OCCO3)c1C(=O)O,1,37.53
CC(C(N)=O)N(C)C(=O)CCC1CCCNC1,1,26.53
CCOC(=O)C1=C(C)C(=Cc2cnc[nH]2)SC1=Nc1ccc(Br)cc1,1,35.04
CC(CCC(=O)OCCC#N)C(=O)N1CCN(c2ccc(Nc3ncc(Cl)cn3)c3cnccc23)CC1,1,53.4
c1ccc(-c2cc(-c3nc4ccc5ccc6ccccc6c5c4s3)c3oc4ccccc4c3c2)cc1,1,39.38
CC(C)(C)C1(C)NC(=O)N(CCOc2ccccc2)C1=O,1,28.88
O=C(Nc1cc(Cl)ccc1OC(F)F)c1c(-c2cccs2)nc2ccc(Br)cn12,1,34.24
O=C1OCCN1CCCS(=O)(=O)c1cccc(C(F)(F)F)c1,1,29.65
CCc1ccc(CC)c(CNC(=O)CC2CCC2)c1CC,1,34.87
CCC(N=C1CC(OC)(c2ncc(F)cn2)N=C(N)N(C(C)c2ncc(F)cn2)C1=O)c1ccccc1,1,62.21
Fc1ccccc1-c1[nH]ncc1CNCc1ccc(Cn2ccnc2)cc1,1,29.87
CC(=O)Nc1cccc(NC(=O)c2ccc(OCc3cccnc3)nc2)c1,1,31.49
NCc1cccn1CCC(F)(F)F,1,24.34
COc1ccccc1C=CC(=O)OCC(=O)Nc1ccc(S(=O)(=O)Nc2cccc(C)c2C)cc1,1,35.42
O=C(Nc1nc2c(s1)CN(S(=O)(=O)C(F)(F)F)CC2)c1cc(F)ccc1Cl,1,35.67
CCOc1cc(CNc2cccc3ccccc23)ccc1OCc1cccc(Cl)c1,1,26.71
NC(Cc1ccc(Cl)s1)c1sccc1Cl,1,23.94
CCN(CC(Cl)C(=O)c1ccc(C)cc1C)c1ccccc1,1,33.27
O=C(O)c1nc(-c2cccc([N+](=O)[O-])c2)sc1CBr,1,30.34
CC1Cc2ccccc2N1C(=O)C(C)n1cncn1,1,26.83
CC(=O)NCc1cccc(Nc2ncc(C(=O)O)c(=O)[nH]2)c1,1,36.63
COc1ccc2[nH]c3c(c2c1)CN(CC(=O)Nc1cc(Cl)ccc1Cl)CC3,1,31.52
NCCCCC(=O)Nc1ccc(OCC(CC(=O)O)N2CCNC2=O)c2ccccc12,1,47.61
CN1CCN(CCc2ccc(NC(=O)c3ccsc3)cc2)CC1,1,26.11
COC(c1c(C)ccc(C(=O)O)c1O)C1CCC1,1,37.46
CC(C)(C)CC(C)(C)c1cc(B(O)O)cc(C(C)(C)N=C=O)c1,1,42.37
Cc1cccc(C(c2ccc(F)cc2)C2(O)CCCC2)c1,1,31.66
OCC1CCCc2nnc(C3CC3)n21,1,22.54
CC(C)Cn1c(=O)ccn(C2CCN(C(=O)C(CCN3CCC(F)(F)CC3)NC(=O)c3ccc(Cl)s3)CC2)c1=O,1,54.34
Cc1cc(NC(C)c2ccc(F)c(F)c2)ccc1N1CCC(C)(C)CC1,1,37.3
COc1ccnc(NCC2CCCC2CO)n1,1,25.94
CC1CCCC2(CC1)CC(S(=O)(=O)NCC(=O)NC(Cc1cc(F)cc(F)c1)c1ccncc1-c1ccccc1)C(=O)N2,1,63.05
C=CCCNCc1ccc(C(=O)Nc2ccccc2)cc1,1,26.9
CN(CCCC(=O)O)Cc1c(C2CC2)ccc2cnc(Nc3ccc(N4CCOCC4)nc3)nc12,1,46.9
COc1c(C(=O)N(C)C)cc([N+](=O)[O-])cc1C(N)N=C(N)C(=O)O,1,49.15
CC1CC2C(=O)NC(=O)NC2(c2cccc(F)c2)CN1S(=O)(=O)c1cccc(Cl)c1,1,47.28
NC1=CCCc2cc(F)ccc21,1,24.23
COc1ccc2c(c1)CCC(N(C)C(=O)C(Cl)(Cl)Cl)C2,1,32.44
CC(NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)C(=O)OCc1ccccc1,1,38.31
CC(C)CC1C(CNc2ccc(C(F)(F)F)cn2)CCCN1C(=O)C(F)(F)F,1,42.26
CCC1NCCC12CCOCC2,1,25.45
Fc1ccc(Br)cc1Cc1cc(CNC2CC2)ccc1F,1,32.55
COc1ccc(NC(=O)C(CO)NS(=O)(=O)c2ccccc2)cc1,1,28.36
O=C(OC1CNC1)C(F)(F)F,1,20.39
Cc1ccc(NC(=O)CN2C(=O)SC(=Cc3ccc([N+](=O)[O-])o3)C2=O)cc1,1,28.39
CC(Cc1ccc(C(=O)O)cc1)NC(=O)C(C)Oc1ccc(Br)cc1,1,30.18
CCOC(Cc1ccc(OC(c2nc(C(=O)Oc3ccc(Cl)s3)cs2)S(=O)(=O)c2ccc(F)cc2)c(C)c1)C(=O)O,1,63.24
Cn1nc(-c2ccncc2)cc1C1CC2(N3CCNCC3=O)CCN1CC2,1,45.61
CCN(c1ccc(C(=O)Nc2ccc3c(c2)CCC3)nc1)C(C)C,1,31.35
Cc1noc(NC(=O)c2cc3c(=O)n(C)c(=O)n(C)c3n2C)n1,1,36.21
Cc1cc(C(=O)N2CCN(c3ncccn3)CC2)c(-n2cccc2)s1,1,28.88
O=C(CCSC(=O)c1ccncc1)NCc1ccco1,1,29.78
CC1(CNC(=O)c2sc3ncc(Br)cc3c2N)CCCO1,1,28.07
CCC(CNC(=O)c1cccc2c1OCCO2)C(=O)O,1,24.43
O=C(Nc1cc(S(=O)(=O)O)ccc1Cl)N1CCN(C2CCS(=O)(=O)C2)CC1,1,40.85
CC1C(CO)OC2OC(=O)c3ccccc3C2(O)C1O,1,41.02
CC(C(=O)O)c1c(F)cc(F)cc1Cl,1,27.1
Cc1[nH]nc(C(=O)N2CCN(Cc3ccc(C#N)cc3)CC2)c1NC(=O)C(C)(C)C,1,34.31
NC1CCN(C(=O)c2cccc(OSc3cccc(F)c3)c2)CC1O,1,46.0
CC(C)c1ccccc1C(C)N(C(=O)O)C(C)(C)C,1,27.56
O=Cc1c(-c2ccc(Br)cc2)nc2ccccn12,1,23.26
O=C(c1ccc2ccccc2c1)N1CCCC(c2nc(Cn3cncn3)no2)C1,1,33.19
